Survey ID,Survey status,Invitation date,Responsedate,Last page seen,Survey Distribution Version,Survey Experience Score,Reason for Survey Experience,Comment
519371,COMPLETED,44102.80208,44103.15591,Page 10,A,4,Other (Please specify),"easy, guided click thru, but get rid of the images that take up half the window!"
521516,COMPLETED,44102.80208,44103.14808,Page 7,B,3,Other (Please specify),survey is survey
507863,COMPLETED,44102.79167,44103.14874,Page 7,B,5,Other (Please specify),the comment questions actually forced me to think about what I wanted to share that was most important to me - usually open text annoys me - the way the questions were asked forced me to reflect - I am curious about what questions others got
505578,COMPLETED,44102.8125,44103.15281,Page 7,B,1,Other (Please specify),These questions were only focused on the positive. A survey needs to understand what is the good and the bad. Needed more questions and dive deeper.
517352,COMPLETED,44102.8125,44103.11863,Page 10,A,1,Other (Please specify),"as we always have to put strongly either way, it doesnt really reflect the real nature of our feelings. Europe doesnt really go by strongly automatically"
512899,COMPLETED,44102.8125,44103.12679,Page 7,B,3,Other (Please specify),"It was brief, but it did not go into certain aspects of the job, such as feeling in control.  Much too broad a survey covering only high level RBC."
512674,COMPLETED,44102.82292,44103.12949,Page 7,B,2,Other (Please specify),"too narrow in focus. also should preface the survey that only a few questions on one topic. how will this provide enough data to understand trends if everyone selects a different area? with 100 FTE's; might only have ~10 responses per ""area"" selected to respond to"
520857,COMPLETED,44102.8125,44103.09935,Page 7,B,3,Other (Please specify),a lot a annoying tasks I do not want to start immediately
509294,COMPLETED,44102.80208,44103.09212,Page 10,A,2,Other (Please specify),"the questions doesnt comprise other factors like renumeration, assessments etc"
506048,COMPLETED,44102.8125,44103.09752,Page 7,B,5,Other (Please specify),I believe RBC cares how employees feel about the company and want feedback on how things are going and could get better.
505550,COMPLETED,44102.8125,44103.0923,Page 7,B,4,Other (Please specify),It is not so easy to complete the survey because English is not my mothertongue
517353,COMPLETED,44102.80208,44103.086,Page 7,B,3,Other (Please specify),"It's an ok survey but the questions are a bit random, just asking about 2 or 3 very specific topics. You should ask how people are coping? Physically? Mentally? Do they need support? Would they like extra support? Are the communications enough? etc etc"
517914,COMPLETED,44102.8125,44103.0678,Page 7,B,2,Other (Please specify),Coverage seems limited.
511956,COMPLETED,44102.8125,44103.06449,Page 10,A,5,Other (Please specify),"it is important for everyone to share thought, this grant the chance to grow as an individual, as a team and as RBC of course"
510502,COMPLETED,44102.8125,44103.06337,Page 10,A,4,Other (Please specify),"The survey format is different, it asks for more open answers, which I like, but since some of the questions are randomize, how do we ensure everyone get to speak about the range topics of fairly? I do not know if this is the final format of the survey, but I don't mind answering to all the questions open-ended instead of random questions selected."
512906,COMPLETED,44102.80208,44103.07087,Page 10,A,5,Other (Please specify),"1. Its all of the above and also the ability to provide our comments which helps us to relay the message more effectively. Also the comments box does not have word limit, hence we are able to provide as much inputs with examples as possible"
503770,COMPLETED,44102.8125,44103.07264,Page 10,A,5,Other (Please specify),"possiblity to indicate my comments, as sometime the closed questions could be not very clear"
503161,COMPLETED,44102.82292,44103.07561,Page 10,A,2,Other (Please specify),Reluctance to share view.
515363,COMPLETED,44102.80208,44103.05764,Page 7,B,4,Other (Please specify),Ability to eloborate on one's answers. The regular staff survey is too rigid and feels like it is designed to deliver a pre-determined outcome. The staff survey needs to be more flexible to allow employees to identify issues not highlighted by the rigid questions structure.
510932,COMPLETED,44102.80208,44103.05786,Page 7,B,4,Other (Please specify),"Possibilité de réponses ouvertes, et laissant la place pour développer un point de vue, un argumentaire."
503781,COMPLETED,44102.8125,44103.04192,Page 10,A,3,Other (Please specify),"Surveys rarely change anything at ground level.  Even radical changes at the top are largely filtered out by the time you reach the bottom.  If you want big change, make those changes from the bottom up and from the middle down"
513113,COMPLETED,44102.79167,44103.04302,Page 10,A,2,Other (Please specify),.
515636,COMPLETED,44102.80208,44103.02734,Page 10,A,3,Other (Please specify),It's not detailed enough for RBC to really undderstand what the issues are
513011,COMPLETED,44102.8125,44103.02097,Page 10,A,3,Other (Please specify),"Il est très difficile voir naïf de penser qu'une participation à un sondage va changer la vie du personnel. C'est un sondage de plus, sans suivi d'effet notables."
512307,COMPLETED,44102.8125,44103.02119,Page 10,A,2,Other (Please specify),"Peu importe le type de sondage qui soit réalisé. RBC mettra en avant : on vous a entendu, on agit. C'est faux pour l'Europe. Tous lsproblèmes qui sont remontés ont tous vu une réponse et des actions concrètes mises en place mais dans les faits rien ne change. On continue à agir comme avant. Dans 10 ans RBC ITS n'existera plus. On ne sera pas viable avec une gestion telle qu'elle est opérée par Londres pour l'ensemble de l'Europe"
506317,COMPLETED,44102.79167,44103.01943,Page 10,A,4,Other (Please specify),"I do prefer the new tailored approach to the survey, which surely will provide more meaningful data. That said, given our stated client centricity, I would have expected a client servicing/relationship related option in the list of topics to choose from to share our experience."
504968,COMPLETED,44102.82292,44103.01782,Page 7,B,4,Other (Please specify),I firmly believe in democracy. we all have a voice its no good saying later you dont agree or like it if you made no attempt to change it or influence the outcomes
503133,COMPLETED,44102.8125,44103.0099,Page 7,B,5,Other (Please specify),New perspective. More stimulating as more thinking and better / more meaningful feedback
513899,COMPLETED,44102.82292,44102.99347,Page 7,B,2,Other (Please specify),open ended questions are not as easy to answer
506822,COMPLETED,44102.79167,44102.98699,Page 7,B,2,Other (Please specify),"Some of the questions seem to be aimed at a ""back slapping"" exercise rather than looking for genuine input to improve."
516495,COMPLETED,44102.80208,44102.97712,Page 10,A,4,Other (Please specify),It is very timely for me as I felt so overwhelmed with work last night
506891,COMPLETED,44102.8125,44102.97659,Page 7,B,4,Other (Please specify),"allowing text and message to be conveyed in ""words"""
510111,COMPLETED,44102.80208,44102.95622,Page 7,B,4,Other (Please specify),Gave me the opportunity to use a different mode to voice my concerns
516247,COMPLETED,44102.8125,44102.9674,Page 10,A,4,Other (Please specify),"Free format, allow user to provide feedback/comments based on what they think they are satisfied with and what not"
520447,COMPLETED,44102.8125,44102.93855,Page 7,B,5,Other (Please specify),I likes the fact that i can complete the question with what I meant
504470,COMPLETED,44102.80208,44102.91487,Page 10,A,3,Other (Please specify),"I had no issues completing the survey, and found it to be a reasonable length, and the questions sufficient to give me a sense that my feedback would be understood."
507807,COMPLETED,44102.79167,44102.90929,Page 7,B,4,Other (Please specify),It shows that RBC is taking action to let we know that they care.
504764,COMPLETED,44102.80208,44102.9085,Page 7,B,2,Other (Please specify),Too many free format questions
508812,COMPLETED,44102.80208,44102.8861,Page 7,B,5,Other (Please specify),Made me reflect and appreciate
506422,COMPLETED,44102.80208,44102.85941,Page 7,B,3,Other (Please specify),It was not made clear if this was anonymous in the invitation.
520618,COMPLETED,44102.79167,44102.85441,Page 10,A,2,Other (Please specify),I was not comfortable providing honest and critical feedback. As I believe my answers are not anonymous.
504377,COMPLETED,44102.80208,44102.85289,Page 7,B,3,Other (Please specify),"It could be just my famiarity with teh previous version, but the open form questions often pose a challenge in responding and are time consuming. Also starting off teh survey with teh open ended question kind of throws off the respodent."
503306,COMPLETED,44102.8125,44102.85015,Page 7,B,4,Other (Please specify),Wasn't sure what category to pick - maybe it's suppose to be like that
520854,COMPLETED,44102.80208,44102.86123,Page 10,A,3,Other (Please specify),I think there were too many qualitative questions that require more thought and time
508126,COMPLETED,44102.79167,44102.86655,Page 7,B,3,Other (Please specify),"I found there was too much variety in question type for having so few questions. Also, opening wtih a broad 'choose one topic to comment on' was awkward and I wasn't ready for an open text response as the first question.  Would prefer a little more consistency and structure.  Also, what if I wanted to share thoughts on 2 or 3 of the topics. I didn't get that opportunity.  I didn't feel like the survey allowed me to full share my 'engagement'. seemed more like a mini pulse.  if that was the intent, then the instructions could have been more clear so I wouldn't feel like i missed the opportunity to be heard or asked."
507151,COMPLETED,44102.82292,44102.86152,Page 7,B,4,Other (Please specify),a lot more written feedback is to be provided. Questions on difect management and senior management should be included
515959,COMPLETED,44102.82292,44102.84297,Page 10,A,3,Other (Please specify),Too basic.
512432,COMPLETED,44102.8125,44102.84182,Page 7,B,4,Other (Please specify),I appreciate the bank’s concern for its staff.
503453,COMPLETED,44102.82292,44102.84194,Page 7,B,3,Other (Please specify),nothing novel or innovative about this - its just another survey
504931,COMPLETED,44102.8125,44102.83025,Page 10,A,3,Other (Please specify),Survey seems too short / too general
504128,COMPLETED,44102.8125,44102.83376,Page 7,B,3,Other (Please specify),It felt too random.  The dialogue boxes felt forced and didn't necessarily capture info I may have otherwise shared had I been given more optionality
521442,COMPLETED,44102.82292,44102.83613,Page 10,A,3,Other (Please specify),typical survery.. Don't see anything different to the one I answer yearly
514065,COMPLETED,44102.80208,44102.81905,Page 7,B,2,Other (Please specify),To many open ended questions. The first question before multiple choice should not be open ended.
509820,COMPLETED,44102.80208,44102.82432,Page 10,A,5,Other (Please specify),this survey was willing to ask about seniro leadership which were questions that were dropped from the EOS survey in the past 4 years.
504905,COMPLETED,44102.79167,44102.82539,Page 7,B,2,Other (Please specify),didn't like the follow up questions.
519451,COMPLETED,44102.80208,44102.81446,Page 10,A,4,Other (Please specify),Thought the questions were limited and not really focused on resolving anyting of importance
505597,COMPLETED,44102.79167,44102.81006,Page 7,B,5,Other (Please specify),survey gives employees a voice.
514992,COMPLETED,44102.79167,44102.80211,Page 7,B,3,Other (Please specify),How about the questions
509145,COMPLETED,44102.79167,44102.80534,Page 10,A,3,Other (Please specify),"I appreciate the effort to find out what employees are thinking and feeling. I commend you for it. If you can create an environment where people can honestly say what they feel and it were to impact the workplace in a meaningful way, you wouldn't need to do so many surveys."
504382,COMPLETED,44102.79167,44102.80152,Page 7,B,4,Other (Please specify),it wasn't very clear what the purpose of the first selection was for
